timestamp,estacao,temperatura_c,umidade_relativa_pct,pressao_hpa,velocidade_vento_ms,direcao_vento_graus,mp25_ugm3,mp10_ugm3,co_ppm,co2_ppm,nox_ppb,so2_ppb,ch4_ppm
2026-07-02 16:00:00,Missao_Ambiental,26.2,51.0,1010.9,2.7,314.0,17.8,31.6,0.63,412.0,26.5,5.45,1.716
2026-07-02 17:00:00,Missao_Ambiental,21.4,58.8,1017.9,2.3,13.0,25.0,46.2,0.93,466.2,51.7,5.74,1.824
2026-07-02 18:00:00,Missao_Ambiental,20.3,58.1,1010.7,1.1,7.0,17.4,27.2,0.98,445.3,50.3,5.98,2.018
2026-07-02 19:00:00,Missao_Ambiental,21.1,59.1,1017.6,1.7,155.0,20.0,31.6,0.98,433.9,56.5,3.2,1.945
2026-07-02 20:00:00,Missao_Ambiental,18.8,66.6,1011.2,0.3,62.0,4.4,8.3,0.82,416.4,24.6,4.85,1.96
2026-07-02 21:00:00,Missao_Ambiental,18.6,71.1,1013.3,2.0,206.0,18.1,27.0,0.61,408.6,19.2,2.74,1.904
2026-07-02 22:00:00,Missao_Ambiental,16.8,77.9,1014.9,0.0,56.0,25.5,36.4,0.48,407.1,27.7,8.01,1.854
2026-07-02 23:00:00,Missao_Ambiental,16.0,83.0,1014.6,2.6,170.0,7.3,13.6,0.57,425.6,26.4,6.17,1.888
2026-07-03 00:00:00,Missao_Ambiental,15.2,93.7,1014.0,0.8,73.0,13.1,23.7,0.67,424.3,42.5,7.74,1.874
2026-07-03 01:00:00,Missao_Ambiental,14.2,95.0,1006.9,0.2,167.0,24.4,40.3,0.59,592.9,28.7,7.66,1.723
2026-07-03 02:00:00,Missao_Ambiental,12.5,98.0,1008.6,2.3,50.0,22.2,37.0,0.91,590.7,31.5,5.08,1.832
2026-07-03 03:00:00,Missao_Ambiental,13.0,96.6,1013.2,0.7,274.0,18.8,34.0,0.84,584.0,24.1,,1.93
2026-07-03 04:00:00,Missao_Ambiental,,95.5,1015.6,2.6,250.0,13.6,21.4,0.76,561.3,39.0,7.31,1.896
2026-07-03 05:00:00,Missao_Ambiental,13.1,92.1,1020.3,1.3,7.0,27.3,50.8,0.81,576.1,32.8,9.76,2.008
2026-07-03 06:00:00,Missao_Ambiental,15.7,90.6,1010.0,2.4,355.0,24.6,39.3,0.8,417.6,27.4,3.98,1.768
2026-07-03 07:00:00,Missao_Ambiental,16.0,87.8,1009.1,1.2,266.0,15.6,25.4,1.04,416.3,43.4,0.61,1.896
2026-07-03 08:00:00,Missao_Ambiental,16.2,84.3,1018.5,3.6,5.0,17.5,32.9,1.16,416.0,38.4,11.15,1.905
2026-07-03 09:00:00,Missao_Ambiental,18.0,74.9,1013.6,2.4,74.0,31.9,45.7,0.91,416.2,54.0,0.7,1.987
2026-07-03 10:00:00,Missao_Ambiental,21.0,60.2,1012.0,2.1,310.0,13.8,21.2,0.8,403.3,40.5,7.87,2.002
2026-07-03 11:00:00,Missao_Ambiental,21.9,58.0,1011.4,3.0,235.0,13.0,19.8,0.69,430.7,32.7,5.28,1.993
2026-07-03 12:00:00,Missao_Ambiental,20.9,59.8,1014.8,2.2,5.0,7.7,14.2,0.98,412.2,36.3,4.59,1.787
2026-07-03 13:00:00,Missao_Ambiental,21.3,55.8,1009.2,4.3,199.0,7.4,13.9,0.64,411.8,32.4,5.92,1.988
2026-07-03 14:00:00,Missao_Ambiental,23.9,51.5,1011.9,2.4,97.0,23.0,35.2,0.82,422.6,28.9,6.04,1.928
2026-07-03 15:00:00,Missao_Ambiental,23.4,46.9,1013.6,1.5,99.0,22.4,40.7,0.83,423.8,35.9,9.33,1.981
2026-07-03 16:00:00,Missao_Ambiental,21.6,45.7,1011.1,2.5,60.0,13.0,22.1,0.75,410.8,21.6,4.15,1.792
2026-07-03 17:00:00,Missao_Ambiental,22.0,57.6,1010.2,5.1,239.0,22.0,33.2,1.11,411.4,45.7,11.12,1.892
2026-07-03 18:00:00,Missao_Ambiental,23.6,54.5,1012.9,4.3,248.0,15.4,27.9,1.02,429.5,50.8,7.24,1.774
2026-07-03 19:00:00,Missao_Ambiental,20.1,61.5,1012.8,1.8,67.0,25.9,45.7,1.1,428.4,51.5,,1.937
2026-07-03 20:00:00,Missao_Ambiental,,61.9,1014.3,1.4,65.0,17.7,25.1,0.74,403.8,36.3,5.92,1.955
2026-07-03 21:00:00,Missao_Ambiental,18.0,75.1,1015.8,0.7,13.0,8.8,12.9,0.8,423.3,27.1,8.51,1.828
2026-07-03 22:00:00,Missao_Ambiental,16.2,79.7,1017.3,1.4,115.0,17.9,30.6,0.76,421.2,36.4,4.97,2.013
2026-07-03 23:00:00,Missao_Ambiental,17.8,86.0,1011.7,2.7,152.0,10.9,15.9,0.84,399.8,24.5,3.99,1.839
2026-07-04 00:00:00,Missao_Ambiental,13.7,93.6,1017.7,0.2,79.0,8.9,16.4,0.36,429.3,24.0,3.75,1.931
2026-07-04 01:00:00,Missao_Ambiental,13.0,98.0,1013.9,3.7,83.0,11.4,17.0,0.39,588.4,27.1,8.84,1.854
2026-07-04 02:00:00,Missao_Ambiental,11.2,98.0,1011.3,1.8,81.0,22.9,38.7,0.62,588.8,17.7,6.57,1.927
2026-07-04 03:00:00,Missao_Ambiental,12.8,98.0,1012.5,0.4,134.0,17.0,28.0,0.34,590.2,21.3,5.97,1.995
2026-07-04 04:00:00,Missao_Ambiental,15.2,97.0,1011.5,2.2,244.0,6.9,12.7,0.55,606.9,26.7,7.64,1.941
2026-07-04 05:00:00,Missao_Ambiental,14.1,98.0,1017.1,1.8,57.0,12.0,21.3,0.35,603.5,17.6,6.06,2.002
2026-07-04 06:00:00,Missao_Ambiental,14.0,92.9,1008.9,3.2,228.0,15.6,22.7,0.51,433.7,29.5,5.81,1.922
2026-07-04 07:00:00,Missao_Ambiental,15.7,88.2,1011.7,2.7,108.0,8.1,13.7,0.51,447.9,10.9,4.88,1.93
2026-07-04 08:00:00,Missao_Ambiental,18.3,81.2,1011.3,4.4,99.0,4.7,8.4,0.45,414.7,24.3,6.49,1.855
2026-07-04 09:00:00,Missao_Ambiental,16.5,78.5,1015.0,2.4,151.0,4.7,7.2,0.73,429.3,21.5,5.52,1.928
2026-07-04 10:00:00,Missao_Ambiental,18.1,74.3,1012.8,3.6,349.0,10.7,19.1,0.45,438.5,22.7,7.29,2.006
2026-07-04 11:00:00,Missao_Ambiental,21.2,65.3,1012.7,3.9,42.0,11.1,17.9,0.37,429.4,11.4,6.26,1.846
2026-07-04 12:00:00,Missao_Ambiental,23.3,54.7,1011.7,0.6,4.0,8.9,14.6,0.38,406.2,24.6,7.57,1.934
2026-07-04 13:00:00,Missao_Ambiental,22.0,53.2,1013.0,1.3,223.0,11.7,16.4,0.75,433.1,7.7,5.51,1.845
2026-07-04 14:00:00,Missao_Ambiental,22.6,49.7,1018.4,3.1,288.0,7.6,11.0,0.41,451.0,25.5,6.12,1.848
2026-07-04 15:00:00,Missao_Ambiental,24.8,51.6,1015.7,3.1,122.0,10.1,18.3,0.62,461.1,15.9,9.47,1.916
2026-07-04 16:00:00,Missao_Ambiental,23.0,48.9,1012.0,2.9,351.0,5.5,9.9,0.4,429.6,32.9,9.46,1.935
2026-07-04 17:00:00,Missao_Ambiental,23.2,53.8,1014.8,1.5,26.0,14.0,24.7,0.46,422.8,29.4,3.55,1.783
2026-07-04 18:00:00,Missao_Ambiental,22.5,61.5,1018.1,2.0,175.0,3.1,5.3,0.39,452.1,28.3,4.75,1.932
2026-07-04 19:00:00,Missao_Ambiental,21.6,63.5,1011.3,0.5,350.0,10.9,17.9,0.44,438.2,17.8,7.54,1.7
2026-07-04 20:00:00,Missao_Ambiental,20.9,61.6,1011.9,0.1,349.0,12.8,20.0,0.29,423.0,22.1,5.91,1.938
2026-07-04 21:00:00,Missao_Ambiental,18.1,69.9,1016.0,0.7,155.0,12.2,21.4,0.27,424.8,17.9,5.36,2.066
2026-07-04 22:00:00,Missao_Ambiental,16.9,83.2,1016.1,1.4,74.0,8.3,11.9,0.4,440.9,20.3,7.47,1.894
2026-07-04 23:00:00,Missao_Ambiental,15.1,79.5,1015.7,1.5,164.0,2.0,3.5,0.92,446.6,13.8,7.23,1.816
2026-07-05 00:00:00,Missao_Ambiental,13.0,98.0,1012.4,1.4,249.0,9.5,16.2,0.78,433.0,26.3,8.21,1.995
2026-07-05 01:00:00,Missao_Ambiental,13.6,92.1,1017.9,0.1,38.0,17.5,31.3,0.44,622.2,22.7,5.51,1.977
2026-07-05 02:00:00,Missao_Ambiental,13.6,94.2,1014.8,1.9,287.0,18.6,27.2,0.44,595.4,20.1,3.81,1.785
2026-07-05 03:00:00,Missao_Ambiental,13.9,96.6,1010.0,0.0,86.0,8.3,11.9,0.39,622.6,26.1,4.62,2.08
2026-07-05 04:00:00,Missao_Ambiental,13.4,97.8,1005.5,3.5,9.0,8.8,14.1,0.25,613.3,34.6,8.77,1.945
2026-07-05 05:00:00,Missao_Ambiental,13.5,98.0,1015.3,1.5,88.0,12.7,18.4,0.56,572.6,19.4,4.02,1.812
2026-07-05 06:00:00,Missao_Ambiental,14.0,98.0,1015.8,0.9,258.0,7.2,10.5,0.24,438.3,14.2,6.21,1.793
2026-07-05 07:00:00,Missao_Ambiental,14.3,88.8,1008.2,2.9,347.0,15.2,25.5,0.47,431.9,17.4,6.24,1.943
2026-07-05 08:00:00,Missao_Ambiental,16.5,81.6,1010.9,1.8,220.0,14.2,26.3,0.43,411.3,15.8,4.56,1.972
2026-07-05 09:00:00,Missao_Ambiental,17.6,80.0,1011.0,2.8,225.0,18.5,27.5,0.29,439.5,22.5,5.63,1.89
2026-07-05 10:00:00,Missao_Ambiental,19.6,67.9,1015.9,4.7,84.0,15.4,25.4,0.23,417.9,29.8,9.36,1.856
2026-07-05 11:00:00,Missao_Ambiental,21.7,69.0,1011.9,2.3,31.0,5.2,8.2,0.37,430.5,15.4,6.47,1.776
2026-07-05 12:00:00,Missao_Ambiental,22.6,60.7,1007.0,2.9,120.0,12.4,21.9,0.77,419.4,19.7,7.12,1.906
2026-07-05 13:00:00,Missao_Ambiental,23.8,49.7,1013.5,1.1,35.0,15.9,25.0,0.43,446.4,23.7,3.82,1.875
2026-07-05 14:00:00,Missao_Ambiental,25.3,51.4,1020.0,2.9,32.0,7.5,13.6,0.53,440.6,25.7,4.43,1.794
2026-07-05 15:00:00,Missao_Ambiental,21.8,52.0,1009.7,0.3,216.0,12.9,21.3,0.48,431.2,19.4,7.84,1.877
2026-07-05 16:00:00,Missao_Ambiental,24.1,52.1,1011.0,3.5,29.0,4.8,8.4,0.43,430.4,19.9,8.17,1.938
2026-07-05 17:00:00,Missao_Ambiental,23.2,56.6,1017.2,3.1,63.0,2.0,2.9,0.49,420.9,18.9,,1.942
2026-07-05 18:00:00,Missao_Ambiental,22.2,59.3,1013.2,0.5,158.0,10.7,16.1,0.36,453.0,27.3,5.57,2.019
2026-07-05 19:00:00,Missao_Ambiental,21.2,61.2,1011.2,0.9,249.0,9.7,18.4,0.37,436.6,27.1,7.9,1.781
2026-07-05 20:00:00,Missao_Ambiental,16.5,72.3,1008.9,1.0,132.0,14.4,25.4,0.43,421.4,4.5,4.91,1.931
2026-07-05 21:00:00,Missao_Ambiental,16.2,75.7,1013.0,1.8,40.0,2.0,3.6,0.79,429.6,14.4,5.11,1.829
2026-07-05 22:00:00,Missao_Ambiental,16.2,88.3,1008.9,0.0,165.0,10.7,20.1,0.51,420.0,26.2,4.79,2.046
2026-07-05 23:00:00,Missao_Ambiental,15.8,85.5,1019.5,0.6,237.0,10.7,18.3,0.6,430.5,15.5,6.92,1.846
2026-07-06 00:00:00,Missao_Ambiental,16.2,93.2,1011.9,1.4,26.0,11.2,17.3,0.91,438.0,26.1,3.91,1.943
2026-07-06 01:00:00,Missao_Ambiental,14.2,98.0,1016.0,0.4,225.0,15.1,22.1,0.64,607.9,33.3,6.91,2.073
2026-07-06 02:00:00,Missao_Ambiental,11.4,98.0,1013.2,1.5,210.0,23.1,39.9,0.81,582.5,25.0,3.91,1.743
2026-07-06 03:00:00,Missao_Ambiental,14.5,95.6,1012.3,0.9,319.0,14.8,26.8,0.86,585.5,31.7,5.5,2.029
2026-07-06 04:00:00,Missao_Ambiental,12.8,98.0,1015.0,2.4,64.0,21.5,40.2,0.72,594.0,26.1,4.94,1.947
2026-07-06 05:00:00,Missao_Ambiental,14.3,96.7,1013.9,2.9,213.0,12.6,21.2,0.73,599.3,32.3,8.58,1.954
2026-07-06 06:00:00,Missao_Ambiental,13.6,87.8,1012.4,1.6,288.0,15.4,27.2,0.51,402.1,32.7,8.39,1.851
2026-07-06 07:00:00,Missao_Ambiental,14.8,87.6,1010.6,3.1,345.0,15.8,23.3,0.91,430.8,42.8,9.45,1.868
2026-07-06 08:00:00,Missao_Ambiental,16.7,85.2,1008.7,0.7,250.0,26.3,38.0,0.99,411.7,60.3,4.87,1.915
2026-07-06 09:00:00,Missao_Ambiental,19.9,83.0,1019.2,3.7,244.0,19.1,34.6,1.2,407.7,45.0,5.66,1.864
2026-07-06 10:00:00,Missao_Ambiental,20.4,72.4,1013.3,4.0,158.0,12.7,20.5,0.59,,29.3,9.03,1.95
2026-07-06 11:00:00,Missao_Ambiental,19.8,69.9,1016.7,3.1,43.0,19.0,30.2,0.67,448.3,39.3,5.02,1.81
2026-07-06 12:00:00,Missao_Ambiental,22.4,50.2,1014.0,2.4,93.0,18.5,33.7,0.69,427.7,26.8,3.66,1.7
2026-07-06 13:00:00,Missao_Ambiental,23.2,60.4,1018.0,2.0,276.0,15.8,23.2,0.56,431.5,37.4,5.8,1.884
2026-07-06 14:00:00,Missao_Ambiental,22.7,47.5,1012.3,2.9,98.0,13.2,23.6,0.96,419.7,25.5,1.15,1.971
2026-07-06 15:00:00,Missao_Ambiental,24.9,48.9,1013.2,3.0,337.0,14.0,21.4,0.63,431.9,22.5,6.59,1.791
2026-07-06 16:00:00,Missao_Ambiental,24.4,50.7,1008.2,3.7,41.0,12.7,19.4,0.64,423.0,36.9,3.97,1.905
2026-07-06 17:00:00,Missao_Ambiental,23.7,56.1,1013.5,2.1,196.0,21.3,35.0,0.96,426.5,50.4,1.27,1.819
2026-07-06 18:00:00,Missao_Ambiental,23.0,65.6,1013.1,1.8,290.0,19.0,34.1,1.07,410.3,40.2,5.03,1.824
2026-07-06 19:00:00,Missao_Ambiental,21.1,69.0,1014.0,0.9,317.0,20.2,32.8,1.16,433.2,44.5,5.64,2.155
2026-07-06 20:00:00,Missao_Ambiental,19.9,65.5,1011.7,2.3,279.0,7.1,12.8,0.75,448.1,36.5,5.11,2.002
2026-07-06 21:00:00,Missao_Ambiental,18.1,78.4,1014.5,0.4,286.0,17.7,32.8,0.66,415.0,27.6,4.09,1.934
2026-07-06 22:00:00,Missao_Ambiental,18.9,77.2,1013.1,2.6,348.0,15.5,26.9,0.71,404.1,32.6,5.63,1.979
2026-07-06 23:00:00,Missao_Ambiental,16.4,97.9,1014.7,1.5,29.0,11.2,20.5,0.81,422.5,37.9,3.99,1.991
2026-07-07 00:00:00,Missao_Ambiental,15.3,92.2,1006.6,0.6,178.0,12.4,18.4,0.87,432.6,33.3,5.52,1.871
2026-07-07 01:00:00,Missao_Ambiental,12.3,93.0,1017.8,0.9,234.0,14.1,25.7,0.91,594.1,29.9,4.19,1.926
2026-07-07 02:00:00,Missao_Ambiental,10.8,98.0,1011.6,1.4,63.0,18.6,33.8,0.8,601.1,21.9,6.25,2.055
2026-07-07 03:00:00,Missao_Ambiental,10.8,97.3,1014.5,1.4,314.0,23.1,40.0,0.82,594.1,28.6,7.35,2.052
2026-07-07 04:00:00,Missao_Ambiental,,95.3,1016.3,1.1,197.0,21.2,30.9,0.71,580.0,29.5,6.66,1.915
2026-07-07 05:00:00,Missao_Ambiental,13.7,94.9,1014.5,0.9,271.0,23.7,36.5,0.64,593.5,41.0,5.55,1.872
2026-07-07 06:00:00,Missao_Ambiental,13.7,91.5,1015.4,0.9,107.0,18.6,26.5,0.59,434.3,40.3,5.79,1.886
2026-07-07 07:00:00,Missao_Ambiental,15.1,92.1,1010.2,2.7,34.0,22.7,41.2,1.18,422.8,51.0,0.59,1.954
2026-07-07 08:00:00,Missao_Ambiental,15.7,74.1,1014.5,3.9,321.0,30.0,51.5,0.91,444.6,49.5,6.15,1.772
2026-07-07 09:00:00,Missao_Ambiental,17.7,71.6,1019.5,2.3,342.0,27.5,45.5,1.17,410.7,46.2,4.52,1.794
2026-07-07 10:00:00,Missao_Ambiental,18.8,68.4,1011.7,1.8,350.0,13.5,20.2,0.41,397.4,34.6,6.16,1.783
2026-07-07 11:00:00,Missao_Ambiental,20.6,59.5,1014.0,3.8,185.0,15.9,25.4,0.69,423.2,25.5,5.36,1.836
2026-07-07 12:00:00,Missao_Ambiental,23.5,57.4,1018.7,2.4,357.0,12.8,20.4,0.62,393.0,20.5,6.53,1.941
2026-07-07 13:00:00,Missao_Ambiental,21.3,56.9,1011.6,2.6,93.0,15.0,26.1,0.63,416.0,24.7,1.7,1.842
2026-07-07 14:00:00,Missao_Ambiental,23.5,46.9,1012.6,2.6,29.0,16.4,28.4,0.69,403.6,38.5,5.8,1.902
2026-07-07 15:00:00,Missao_Ambiental,24.8,50.9,1015.9,2.8,261.0,14.6,21.5,0.61,419.5,28.8,5.74,1.749
2026-07-07 16:00:00,Missao_Ambiental,23.1,51.2,1013.5,1.5,124.0,17.8,32.4,0.91,410.3,40.7,3.61,1.974
2026-07-07 17:00:00,Missao_Ambiental,24.4,50.7,1017.2,2.2,296.0,,24.2,0.98,439.6,35.0,8.07,1.99
2026-07-07 18:00:00,Missao_Ambiental,20.9,55.7,1009.7,2.3,320.0,17.7,25.0,1.02,439.7,53.4,4.88,1.883
2026-07-07 19:00:00,Missao_Ambiental,19.0,59.3,1015.9,2.8,131.0,29.2,42.9,1.01,412.9,44.9,7.09,1.901
2026-07-07 20:00:00,Missao_Ambiental,19.0,68.1,1012.7,0.8,58.0,7.2,13.3,0.67,430.5,28.0,8.35,1.93
2026-07-07 21:00:00,Missao_Ambiental,17.9,76.8,1008.3,0.1,195.0,15.1,25.2,0.54,429.6,33.0,2.4,1.857
2026-07-07 22:00:00,Missao_Ambiental,15.5,79.0,1012.5,0.7,97.0,14.6,23.0,0.79,403.9,31.4,10.15,1.826
2026-07-07 23:00:00,Missao_Ambiental,12.0,86.4,1016.3,3.2,223.0,12.6,17.9,0.53,459.7,21.0,6.51,1.937
2026-07-08 00:00:00,Missao_Ambiental,15.1,93.1,1013.9,0.8,45.0,11.7,21.5,0.85,425.7,29.8,8.25,1.896
2026-07-08 01:00:00,Missao_Ambiental,10.7,98.0,1010.3,0.5,274.0,21.1,34.7,0.36,603.8,31.3,5.89,1.923
2026-07-08 02:00:00,Missao_Ambiental,12.8,98.0,1014.7,1.3,72.0,24.8,45.8,0.69,596.9,12.4,7.31,1.916
2026-07-08 03:00:00,Missao_Ambiental,12.0,98.0,1016.4,2.1,249.0,18.5,29.2,0.61,578.6,35.2,7.91,1.941
2026-07-08 04:00:00,Missao_Ambiental,13.1,98.0,1011.1,1.6,271.0,22.9,40.8,0.9,593.3,36.4,5.95,1.829
2026-07-08 05:00:00,Missao_Ambiental,12.6,93.7,1011.0,1.1,126.0,20.6,38.6,0.7,559.6,31.3,6.0,1.835
2026-07-08 06:00:00,Missao_Ambiental,14.5,96.4,1008.2,1.7,84.0,17.9,33.4,0.63,432.4,28.8,5.47,1.74
2026-07-08 07:00:00,Missao_Ambiental,15.8,82.5,1013.2,2.8,129.0,18.2,33.6,1.13,380.0,46.1,9.6,1.999
2026-07-08 08:00:00,Missao_Ambiental,16.7,79.5,1015.4,1.5,296.0,22.5,37.4,1.29,425.9,41.9,5.95,1.758
2026-07-08 09:00:00,Missao_Ambiental,17.2,73.4,1011.4,2.7,270.0,19.1,29.4,1.08,415.1,45.9,7.65,1.831
2026-07-08 10:00:00,Missao_Ambiental,18.8,67.3,1009.0,1.7,303.0,18.5,34.1,0.62,432.8,29.2,6.78,1.892
2026-07-08 11:00:00,Missao_Ambiental,21.3,60.2,1005.7,2.4,228.0,16.5,28.6,0.6,421.3,31.2,4.76,1.875
2026-07-08 12:00:00,Missao_Ambiental,23.0,62.1,1012.6,2.0,344.0,3.1,5.0,0.72,411.7,22.7,4.98,1.888
2026-07-08 13:00:00,Missao_Ambiental,22.7,59.2,1014.0,2.8,76.0,12.9,23.7,1.04,430.1,23.6,2.89,1.965
2026-07-08 14:00:00,Missao_Ambiental,24.2,47.2,1010.4,3.6,232.0,20.6,30.9,0.61,415.1,33.6,4.91,1.887
2026-07-08 15:00:00,Missao_Ambiental,24.0,46.0,1015.2,2.0,5.0,8.3,11.7,0.55,416.6,24.0,0.88,1.885
2026-07-08 16:00:00,Missao_Ambiental,26.7,54.0,1012.9,2.2,347.0,22.5,35.0,0.75,430.7,34.3,6.88,1.902
2026-07-08 17:00:00,Missao_Ambiental,24.0,55.7,1011.9,1.9,6.0,25.5,42.3,0.97,401.4,36.2,6.33,1.904
2026-07-08 18:00:00,Missao_Ambiental,22.5,58.3,1012.3,4.0,143.0,20.0,30.3,5.281774940811623,418.5,35.1,5.65,2.033
2026-07-08 19:00:00,Missao_Ambiental,21.0,63.4,1009.2,0.6,70.0,23.0,41.2,0.93,403.3,46.5,7.0,1.991
2026-07-08 20:00:00,Missao_Ambiental,21.4,64.5,1010.6,0.0,330.0,13.3,24.5,0.44,415.2,30.9,4.33,2.067
2026-07-08 21:00:00,Missao_Ambiental,16.1,75.7,1019.1,1.2,27.0,17.8,29.0,0.63,386.8,39.2,3.15,1.879
2026-07-08 22:00:00,Missao_Ambiental,15.9,83.8,1008.2,1.7,157.0,11.5,19.7,0.74,426.4,30.1,4.72,1.939
